Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,class
etherStatsFragments,etherStatsOversizePkts,etherStatsPkts1024to1518Octets,etherStatsPkts128to255Octets,etherStatsPkts256to511Octets,etherStatsPkts512to1023Octets,etherStatsPkts64Octets,etherStatsPkts65to127Octets,etherStatsUndersizePkts,ifHCInOctets,ifHCOutOctets,ifInBroadcastPkts,ifInDiscards,ifInErrors,ifInMulticastPkts,ifInUcastPkts,ifInUnknownProtos,ifOutBroadcastPkts,ifOutDiscards,ifOutErrors,ifOutMulticastPkts,ifOutUcastPkts,cpu.1min,cpu.5min,cpu.5sec,res.memory,pool.memory,
0,0,0,443,10,3,42,160,0,12992,990936,0,0,0,0,8,0,102,0,0,469,80,6.0,7.0,5.0,0.0859341431975313,23.832724079447893,signature_f
0,0,0,421,12,8,38,155,0,13072,978056,0,0,0,0,8,0,93,0,0,459,74,6.0,7.0,6.0,0.0859341431975313,23.83307394200205,signature_f
0,0,0,444,10,3,42,159,0,19592,979560,0,0,0,0,14,0,99,0,0,460,85,6.0,7.0,8.0,0.0859341431975313,23.834037336945144,signature_f
0,0,0,448,8,2,43,156,0,21392,975944,0,0,0,0,14,0,99,0,0,461,84,6.0,7.0,5.0,0.0859341431975313,23.833695395494956,signature_f
0,0,0,452,9,4,49,165,0,28880,997008,0,0,0,0,16,0,107,0,0,467,89,6.0,7.0,6.0,0.0859341431975313,23.83370326187526,signature_f
0,0,0,408,8,2,38,144,0,3288,917512,0,0,0,0,2,0,94,0,0,441,64,6.0,7.0,7.0,0.0859341431975313,23.83381683706483,signature_f
0,0,0,444,9,1,39,161,0,20760,969480,0,0,0,0,14,0,100,0,0,458,83,6.0,7.0,5.0,0.0859341431975313,23.832859288876744,signature_f
0,0,0,424,9,3,45,152,0,4616,962368,0,0,0,0,2,0,101,0,0,460,69,6.0,7.0,7.0,0.0859341431975313,23.83206152148688,signature_f
0,0,0,450,9,2,52,159,0,14056,996312,0,0,0,0,10,0,108,0,0,468,87,6.0,6.0,5.0,0.0859341431975313,23.833916901086035,signature_f
0,0,0,425,9,3,47,149,0,11744,953808,0,0,0,0,4,0,103,0,0,457,69,6.0,6.0,6.0,0.0859341431975313,23.83347195627677,signature_f
0,0,0,426,9,1,44,162,0,20880,981368,0,0,0,0,14,0,98,0,0,439,82,6.0,6.0,8.0,0.0859341431975313,23.83374262921549,signature_f
0,0,0,444,8,3,40,153,0,13840,941216,0,0,0,0,10,0,99,0,0,470,80,6.0,6.0,5.0,0.0859341431975313,23.833143827040985,signature_f
0,0,0,431,10,2,41,147,0,4968,963496,0,0,0,0,2,0,99,0,0,460,70,6.0,6.0,7.0,0.0859341431975313,23.832758612708123,signature_f
0,0,0,442,8,2,40,160,0,27664,963632,0,0,0,0,15,0,97,0,0,457,84,9.0,7.0,18.0,0.0859341431975313,23.833638015889107,signature_f
